name,skin_tone,gender,age,face
TRAIN0137.png,monk_7,female,0_17,0
TRAIN0138.png,monk_6,male,18_30,1
TRAIN0139.png,monk_4,female,18_30,0
TRAIN0140.png,monk_4,female,18_30,0
TRAIN0141.png,monk_8,female,18_30,0
TRAIN0142.png,monk_2,female,31_60,0
TRAIN0143.png,monk_2,female,18_30,1
TRAIN0145.png,monk_7,male,31_60,0
TRAIN0146.png,monk_7,male,18_30,0
TRAIN0147.png,monk_2,male,18_30,1
TRAIN0148.png,monk_5,female,0_17,0
TRAIN0151.png,monk_7,male,18_30,0
TRAIN0152.png,monk_4,male,31_60,0
TRAIN0153.png,monk_4,female,18_30,0
TRAIN0154.png,monk_5,female,18_30,0
TRAIN0155.png,monk_6,female,31_60,1
TRAIN0156.png,monk_4,female,18_30,1
TRAIN0158.png,monk_3,female,31_60,0
TRAIN0159.png,monk_3,female,18_30,1
TRAIN0160.png,monk_3,male,61_100,0
TRAIN0161.png,monk_4,male,18_30,0
TRAIN0162.png,monk_3,female,18_30,1
TRAIN0163.png,monk_2,female,0_17,1
TRAIN0164.png,monk_5,female,31_60,1
TRAIN0165.png,monk_6,female,18_30,1
TRAIN0166.png,monk_4,female,18_30,1
TRAIN0170.png,monk_5,female,0_17,1
TRAIN0171.png,monk_7,male,31_60,0
TRAIN0172.png,monk_3,male,18_30,1
TRAIN0174.png,monk_6,male,0_17,1
TRAIN0175.png,monk_2,female,18_30,0
TRAIN0176.png,monk_2,female,0_17,1
TRAIN0178.png,monk_3,male,31_60,0
TRAIN0179.png,monk_4,female,31_60,0
TRAIN0182.png,monk_3,male,18_30,1
TRAIN0183.png,monk_2,female,31_60,1
TRAIN0184.png,monk_7,female,0_17,0
TRAIN0186.png,monk_5,female,18_30,0
TRAIN0187.png,monk_3,female,18_30,1
TRAIN0189.png,monk_6,female,18_30,0
TRAIN0190.png,monk_4,female,18_30,0
TRAIN0191.png,monk_4,female,31_60,1
TRAIN0192.png,monk_3,female,0_17,0
TRAIN0193.png,monk_3,female,18_30,1
TRAIN0194.png,monk_3,male,18_30,0
TRAIN0195.png,monk_5,female,18_30,0
TRAIN0196.png,monk_5,male,18_30,1
TRAIN0197.png,monk_6,female,31_60,1
TRAIN0198.png,monk_9,male,0_17,0
TRAIN0199.png,monk_4,female,18_30,1
TRAIN0201.png,monk_5,male,31_60,1
TRAIN0202.png,monk_4,female,0_17,0
TRAIN0203.png,monk_5,male,18_30,0
TRAIN0204.png,monk_4,male,18_30,0
TRAIN0205.png,monk_5,female,18_30,1
TRAIN0206.png,monk_4,male,18_30,1
TRAIN0207.png,monk_2,female,31_60,1
TRAIN0208.png,monk_3,male,18_30,0
TRAIN0209.png,monk_6,male,31_60,0
TRAIN0211.png,monk_3,female,18_30,1
TRAIN0212.png,monk_10,female,18_30,1
TRAIN0213.png,monk_7,male,18_30,0
TRAIN0215.png,monk_1,female,31_60,1
TRAIN0219.png,monk_2,male,31_60,1
TRAIN0220.png,monk_9,male,0_17,1
TRAIN0223.png,monk_3,female,18_30,1
TRAIN0224.png,monk_7,female,18_30,0
TRAIN0225.png,monk_8,male,18_30,0
TRAIN0226.png,monk_5,female,0_17,0
TRAIN0228.png,monk_3,female,31_60,1
TRAIN0229.png,monk_3,female,0_17,1
TRAIN0231.png,monk_7,female,61_100,1
TRAIN0232.png,monk_5,female,18_30,0
TRAIN0233.png,monk_1,female,31_60,1
TRAIN0234.png,monk_2,female,18_30,1
TRAIN0235.png,monk_7,female,18_30,0
TRAIN0236.png,monk_3,female,18_30,0
TRAIN0237.png,monk_2,female,0_17,0
TRAIN0238.png,monk_4,female,31_60,1
TRAIN0240.png,monk_3,female,0_17,1
TRAIN0241.png,monk_6,male,31_60,0
TRAIN0242.png,monk_4,female,31_60,1
TRAIN0243.png,monk_8,female,0_17,0
TRAIN0244.png,monk_3,male,61_100,0
TRAIN0246.png,monk_4,female,18_30,1
TRAIN0249.png,monk_8,male,31_60,0
TRAIN0250.png,monk_4,male,18_30,1
TRAIN0253.png,monk_4,female,18_30,0
TRAIN0254.png,monk_2,female,0_17,1
TRAIN0255.png,monk_4,male,18_30,0
TRAIN0256.png,monk_8,male,0_17,1
TRAIN0257.png,monk_4,male,0_17,1
TRAIN0258.png,monk_3,female,31_60,0
TRAIN0260.png,monk_5,male,18_30,0
TRAIN0261.png,monk_2,male,31_60,0
TRAIN0262.png,monk_2,female,18_30,0
TRAIN0264.png,monk_3,female,18_30,0
TRAIN0268.png,monk_8,male,31_60,1
TRAIN0269.png,monk_5,male,31_60,0
TRAIN0270.png,monk_3,female,0_17,0
TRAIN0271.png,monk_3,male,18_30,0
TRAIN0272.png,monk_4,male,0_17,1
TRAIN0273.png,monk_5,male,18_30,1
TRAIN0275.png,monk_4,male,31_60,1
TRAIN0276.png,monk_6,female,18_30,1
TRAIN0277.png,monk_8,female,0_17,0
TRAIN0278.png,monk_5,female,31_60,1
TRAIN0279.png,monk_6,male,18_30,1
TRAIN0281.png,monk_3,female,18_30,0
TRAIN0282.png,monk_5,female,18_30,1
TRAIN0283.png,monk_7,female,0_17,1
TRAIN0284.png,monk_7,female,31_60,0
TRAIN0285.png,monk_3,male,0_17,0
TRAIN0287.png,monk_9,female,18_30,1
TRAIN0289.png,monk_4,female,18_30,0
TRAIN0294.png,monk_3,male,0_17,0
TRAIN0296.png,monk_9,male,0_17,1
TRAIN0297.png,monk_4,female,18_30,1
TRAIN0298.png,monk_4,female,31_60,0
TRAIN0300.png,monk_3,female,61_100,1
TRAIN0301.png,monk_9,female,0_17,0
TRAIN0302.png,monk_3,female,0_17,0
TRAIN0305.png,monk_1,female,0_17,0
TRAIN0306.png,monk_3,female,18_30,0
TRAIN0307.png,monk_9,male,31_60,1
TRAIN0308.png,monk_2,female,0_17,1
TRAIN0309.png,monk_2,female,18_30,1
TRAIN0310.png,monk_1,female,18_30,1
TRAIN0312.png,monk_1,female,18_30,0
TRAIN0313.png,monk_6,male,0_17,0
TRAIN0314.png,monk_10,male,31_60,1
TRAIN0317.png,monk_6,female,31_60,0
TRAIN0319.png,monk_3,male,0_17,0
TRAIN0320.png,monk_4,male,18_30,1
TRAIN0322.png,monk_3,male,31_60,0
TRAIN0323.png,monk_2,female,18_30,0
TRAIN0324.png,monk_5,female,18_30,1
TRAIN0325.png,monk_1,female,18_30,1
TRAIN0326.png,monk_4,male,0_17,1
TRAIN0327.png,monk_6,male,31_60,1
TRAIN0328.png,monk_1,male,18_30,0
TRAIN0329.png,monk_5,male,18_30,0
TRAIN0331.png,monk_4,female,18_30,0
TRAIN0332.png,monk_1,female,31_60,0
TRAIN0334.png,monk_6,female,18_30,1
TRAIN0336.png,monk_5,male,18_30,1
TRAIN0337.png,monk_5,female,31_60,1
TRAIN0338.png,monk_2,female,31_60,0
TRAIN0339.png,monk_3,female,31_60,0
TRAIN0340.png,monk_2,male,31_60,1
TRAIN0341.png,monk_6,female,18_30,0
TRAIN0342.png,monk_6,female,18_30,1
TRAIN0343.png,monk_3,female,31_60,1
TRAIN0344.png,monk_4,female,31_60,0
TRAIN0345.png,monk_5,male,18_30,0
TRAIN0347.png,monk_5,male,31_60,0
TRAIN0348.png,monk_8,male,31_60,0
TRAIN0350.png,monk_3,female,31_60,0
TRAIN0351.png,monk_6,male,61_100,1
TRAIN0352.png,monk_5,female,0_17,0
TRAIN0354.png,monk_3,female,18_30,1
TRAIN0355.png,monk_7,male,31_60,0
TRAIN0358.png,monk_7,male,18_30,0
TRAIN0359.png,monk_10,female,0_17,0
TRAIN0361.png,monk_3,female,31_60,1
TRAIN0362.png,monk_5,female,31_60,0
TRAIN0363.png,monk_3,female,18_30,0
TRAIN0364.png,monk_2,male,18_30,0
TRAIN0365.png,monk_4,female,0_17,0
TRAIN0366.png,monk_4,female,18_30,0
TRAIN0369.png,monk_2,male,18_30,1
TRAIN0370.png,monk_6,male,0_17,1
TRAIN0371.png,monk_4,female,31_60,0
TRAIN0372.png,monk_4,female,18_30,1
TRAIN0374.png,monk_4,male,0_17,1
TRAIN0375.png,monk_3,female,18_30,1
TRAIN0377.png,monk_7,female,18_30,1
TRAIN0378.png,monk_7,male,31_60,0
TRAIN0380.png,monk_3,female,18_30,0
TRAIN0382.png,monk_4,female,18_30,0
TRAIN0383.png,monk_3,female,18_30,1
TRAIN0384.png,monk_2,female,18_30,1
TRAIN0386.png,monk_10,male,18_30,1
TRAIN0387.png,monk_3,female,18_30,1
TRAIN0389.png,monk_4,female,18_30,1
TRAIN0390.png,monk_5,female,31_60,0
TRAIN0391.png,monk_1,female,31_60,0
TRAIN0392.png,monk_3,male,18_30,0
TRAIN0394.png,monk_4,female,18_30,0
TRAIN0395.png,monk_9,female,18_30,0
TRAIN0397.png,monk_8,female,0_17,1
TRAIN0400.png,monk_1,male,18_30,1
TRAIN0402.png,monk_7,male,0_17,0
TRAIN0403.png,monk_10,male,18_30,1
TRAIN0404.png,monk_4,female,18_30,0
TRAIN0405.png,monk_8,male,18_30,0
TRAIN0406.png,monk_7,male,31_60,0
TRAIN0412.png,monk_5,female,31_60,0
TRAIN0413.png,monk_3,female,18_30,0
TRAIN0417.png,monk_9,female,0_17,0
TRAIN0418.png,monk_3,female,31_60,0
TRAIN0419.png,monk_4,male,18_30,1
TRAIN0420.png,monk_8,male,31_60,1
TRAIN0421.png,monk_3,male,31_60,0
TRAIN0422.png,monk_5,male,18_30,1
TRAIN0423.png,monk_4,female,18_30,0
TRAIN0425.png,monk_5,male,0_17,1
TRAIN0430.png,monk_8,female,18_30,1
TRAIN0432.png,monk_1,male,18_30,1
TRAIN0433.png,monk_5,female,31_60,1
TRAIN0435.png,monk_3,female,18_30,1
TRAIN0436.png,monk_2,female,18_30,0
TRAIN0437.png,monk_2,female,18_30,1
TRAIN0441.png,monk_7,female,0_17,1
TRAIN0442.png,monk_8,male,0_17,0
TRAIN0443.png,monk_1,female,0_17,1
TRAIN0444.png,monk_4,male,0_17,0
TRAIN0445.png,monk_5,male,31_60,1
TRAIN0446.png,monk_6,male,18_30,0
TRAIN0448.png,monk_6,female,31_60,0
TRAIN0451.png,monk_4,female,18_30,0
TRAIN0452.png,monk_7,female,18_30,1
TRAIN0453.png,monk_3,female,18_30,1
TRAIN0454.png,monk_4,female,18_30,0
TRAIN0458.png,monk_9,male,0_17,0
TRAIN0459.png,monk_2,male,31_60,1
TRAIN0460.png,monk_4,female,18_30,0
TRAIN0463.png,monk_7,male,31_60,1
TRAIN0464.png,monk_4,female,18_30,0
TRAIN0466.png,monk_5,female,18_30,0
TRAIN0470.png,monk_7,male,31_60,1
TRAIN0471.png,monk_3,male,0_17,1
TRAIN0475.png,monk_5,female,31_60,1
TRAIN0477.png,monk_3,male,0_17,0
TRAIN0478.png,monk_9,male,31_60,1
TRAIN0479.png,monk_4,female,31_60,0
TRAIN0481.png,monk_6,female,18_30,0
TRAIN0482.png,monk_6,male,18_30,0
TRAIN0485.png,monk_3,female,31_60,1
TRAIN0488.png,monk_6,female,18_30,0
TRAIN0489.png,monk_3,female,18_30,0
TRAIN0490.png,monk_6,female,18_30,1
TRAIN0491.png,monk_3,female,31_60,0
TRAIN0492.png,monk_4,female,18_30,0
TRAIN0494.png,monk_3,female,18_30,1
TRAIN0495.png,monk_7,male,0_17,0
TRAIN0497.png,monk_9,male,61_100,1
TRAIN0498.png,monk_1,female,18_30,0
TRAIN0501.png,monk_1,female,18_30,1
TRAIN0502.png,monk_3,female,31_60,0
TRAIN0503.png,monk_4,female,18_30,1
TRAIN0504.png,monk_1,male,18_30,1
TRAIN0505.png,monk_5,female,18_30,1
TRAIN0506.png,monk_3,female,18_30,1
TRAIN0507.png,monk_2,female,18_30,1
TRAIN0508.png,monk_3,male,18_30,0
TRAIN0509.png,monk_8,male,31_60,1
TRAIN0511.png,monk_3,female,18_30,0
TRAIN0512.png,monk_3,female,31_60,0
TRAIN0514.png,monk_8,female,31_60,0
TRAIN0515.png,monk_1,male,18_30,0
TRAIN0516.png,monk_2,male,18_30,1
TRAIN0517.png,monk_5,female,18_30,0
TRAIN0519.png,monk_5,male,31_60,1
TRAIN0520.png,monk_3,male,31_60,1
TRAIN0521.png,monk_2,female,18_30,0
TRAIN0522.png,monk_4,female,18_30,1
TRAIN0523.png,monk_5,female,18_30,0
TRAIN0524.png,monk_6,male,31_60,0
TRAIN0525.png,monk_2,male,0_17,0
TRAIN0526.png,monk_2,female,31_60,0
TRAIN0527.png,monk_3,female,0_17,0
TRAIN0528.png,monk_3,male,31_60,1
TRAIN0529.png,monk_2,male,31_60,0
TRAIN0531.png,monk_3,male,31_60,0
TRAIN0534.png,monk_4,female,31_60,1
TRAIN0536.png,monk_7,male,18_30,1
TRAIN0537.png,monk_2,female,0_17,0
TRAIN0539.png,monk_9,female,0_17,0
TRAIN0540.png,monk_2,female,18_30,1
TRAIN0541.png,monk_7,male,18_30,0
TRAIN0544.png,monk_3,male,0_17,0
TRAIN0545.png,monk_7,female,18_30,1
TRAIN0546.png,monk_2,female,18_30,1
TRAIN0547.png,monk_1,female,18_30,1
TRAIN0548.png,monk_6,female,31_60,1
TRAIN0550.png,monk_2,female,18_30,0
TRAIN0551.png,monk_3,male,0_17,0
TRAIN0552.png,monk_7,female,0_17,1
TRAIN0553.png,monk_2,male,0_17,0
TRAIN0555.png,monk_6,male,18_30,1
TRAIN0556.png,monk_6,female,18_30,0
TRAIN0557.png,monk_3,male,18_30,1
TRAIN0558.png,monk_5,male,61_100,1
TRAIN0559.png,monk_3,male,18_30,1
TRAIN0560.png,monk_7,male,0_17,1
TRAIN0561.png,monk_8,female,0_17,1
TRAIN0564.png,monk_2,male,0_17,0
TRAIN0566.png,monk_2,male,18_30,1
TRAIN0569.png,monk_1,female,31_60,0
TRAIN0570.png,monk_4,male,31_60,1
TRAIN0571.png,monk_3,female,0_17,0
TRAIN0572.png,monk_4,female,18_30,1
TRAIN0574.png,monk_2,female,18_30,1
TRAIN0575.png,monk_4,female,18_30,0
TRAIN0579.png,monk_2,female,0_17,0
TRAIN0580.png,monk_5,female,31_60,0
TRAIN0581.png,monk_2,female,18_30,1
TRAIN0583.png,monk_4,male,18_30,1
TRAIN0584.png,monk_6,male,61_100,0
TRAIN0585.png,monk_5,male,31_60,0
TRAIN0587.png,monk_2,female,61_100,0
TRAIN0588.png,monk_2,female,0_17,0
TRAIN0589.png,monk_4,female,18_30,1
TRAIN0593.png,monk_3,male,18_30,0
TRAIN0595.png,monk_10,male,0_17,1
TRAIN0596.png,monk_7,male,18_30,0
TRAIN0597.png,monk_8,female,18_30,1
TRAIN0598.png,monk_7,male,31_60,1
TRAIN0599.png,monk_4,female,18_30,0
TRAIN0600.png,monk_3,female,18_30,0
TRAIN0601.png,monk_6,male,0_17,1
TRAIN0602.png,monk_2,female,18_30,1
TRAIN0604.png,monk_4,female,18_30,1
TRAIN0606.png,monk_4,female,31_60,0
TRAIN0607.png,monk_2,male,18_30,0
TRAIN0609.png,monk_7,female,0_17,1
TRAIN0610.png,monk_3,male,18_30,1
TRAIN0611.png,monk_1,female,18_30,1
TRAIN0612.png,monk_10,female,61_100,0
TRAIN0614.png,monk_4,female,31_60,0
TRAIN0615.png,monk_2,male,0_17,0
TRAIN0616.png,monk_5,female,0_17,1
TRAIN0617.png,monk_4,female,31_60,1
TRAIN0618.png,monk_4,male,18_30,0
TRAIN0619.png,monk_3,female,18_30,0
TRAIN0622.png,monk_6,female,0_17,0
TRAIN0626.png,monk_2,male,0_17,0
TRAIN0627.png,monk_4,male,18_30,0
TRAIN0628.png,monk_5,female,18_30,1
TRAIN0629.png,monk_6,male,0_17,0
TRAIN0630.png,monk_4,female,18_30,0
TRAIN0631.png,monk_3,female,18_30,1
TRAIN0632.png,monk_4,male,61_100,0
TRAIN0634.png,monk_3,female,31_60,0
TRAIN0635.png,monk_2,male,18_30,0
TRAIN0636.png,monk_7,male,0_17,1
TRAIN0638.png,monk_4,male,31_60,0
TRAIN0639.png,monk_2,female,18_30,1
TRAIN0640.png,monk_5,female,18_30,0
TRAIN0641.png,monk_4,male,31_60,1
TRAIN0642.png,monk_5,male,31_60,0
TRAIN0643.png,monk_7,male,31_60,0
TRAIN0644.png,monk_8,female,0_17,0
TRAIN0645.png,monk_6,female,31_60,0
TRAIN0646.png,monk_1,male,18_30,0
TRAIN0648.png,monk_5,female,18_30,0
TRAIN0649.png,monk_2,female,18_30,0
TRAIN0650.png,monk_1,female,18_30,0
TRAIN0652.png,monk_3,male,18_30,0
TRAIN0653.png,monk_4,female,0_17,0
TRAIN0654.png,monk_2,female,18_30,0
TRAIN0656.png,monk_4,female,0_17,0
TRAIN0657.png,monk_5,male,18_30,1
TRAIN0658.png,monk_3,male,31_60,1
TRAIN0659.png,monk_5,female,0_17,0
TRAIN0660.png,monk_4,female,18_30,0
TRAIN0661.png,monk_2,female,0_17,0
TRAIN0662.png,monk_4,male,31_60,0
TRAIN0663.png,monk_3,female,0_17,0
TRAIN0665.png,monk_8,female,31_60,1
TRAIN0666.png,monk_8,male,18_30,1
TRAIN0667.png,monk_4,male,0_17,1
TRAIN0669.png,monk_4,female,18_30,1
TRAIN0670.png,monk_2,female,0_17,1
TRAIN0671.png,monk_2,female,18_30,0
TRAIN0672.png,monk_5,male,61_100,0
TRAIN0674.png,monk_3,female,18_30,1
TRAIN0675.png,monk_2,female,0_17,0
TRAIN0677.png,monk_4,female,31_60,1
TRAIN0678.png,monk_5,female,31_60,1
TRAIN0679.png,monk_7,female,0_17,1
TRAIN0680.png,monk_6,female,18_30,1
TRAIN0681.png,monk_4,male,31_60,1
TRAIN0682.png,monk_4,female,18_30,0
TRAIN0684.png,monk_6,male,61_100,1
TRAIN0685.png,monk_3,male,31_60,0
TRAIN0686.png,monk_5,female,31_60,0
TRAIN0687.png,monk_5,male,0_17,1
TRAIN0688.png,monk_2,female,0_17,0
TRAIN0689.png,monk_3,female,0_17,0
TRAIN0690.png,monk_4,male,18_30,0
TRAIN0691.png,monk_3,female,31_60,0
TRAIN0692.png,monk_4,female,31_60,0
TRAIN0693.png,monk_3,female,18_30,1
TRAIN0695.png,monk_2,female,18_30,0
TRAIN0697.png,monk_5,male,0_17,0
TRAIN0698.png,monk_5,female,31_60,0
TRAIN0699.png,monk_7,female,0_17,1
TRAIN0701.png,monk_4,female,18_30,1
TRAIN0702.png,monk_8,female,31_60,0
TRAIN0703.png,monk_2,female,0_17,0
TRAIN0706.png,monk_1,male,0_17,0
TRAIN0707.png,monk_7,female,18_30,0
TRAIN0709.png,monk_5,female,18_30,0
TRAIN0711.png,monk_2,female,18_30,1
TRAIN0712.png,monk_2,female,18_30,0
TRAIN0716.png,monk_2,male,18_30,0
TRAIN0717.png,monk_2,male,18_30,0
TRAIN0719.png,monk_4,female,18_30,1
TRAIN0721.png,monk_3,female,18_30,1
TRAIN0722.png,monk_6,male,0_17,1
TRAIN0723.png,monk_2,female,31_60,1
TRAIN0725.png,monk_9,male,31_60,0
TRAIN0726.png,monk_3,male,18_30,1
TRAIN0727.png,monk_6,female,0_17,1
TRAIN0728.png,monk_3,male,31_60,1
TRAIN0729.png,monk_3,male,61_100,0
TRAIN0731.png,monk_3,female,18_30,1
TRAIN0732.png,monk_8,female,31_60,1
TRAIN0734.png,monk_2,female,18_30,0
TRAIN0737.png,monk_7,male,31_60,0
TRAIN0739.png,monk_3,male,31_60,1
TRAIN0745.png,monk_7,female,31_60,1
TRAIN0746.png,monk_7,male,61_100,0
TRAIN0748.png,monk_4,female,18_30,1
TRAIN0751.png,monk_3,female,18_30,1
TRAIN0752.png,monk_4,female,18_30,1
TRAIN0753.png,monk_7,male,0_17,1
TRAIN0754.png,monk_2,male,0_17,0
TRAIN0755.png,monk_4,male,0_17,0
TRAIN0757.png,monk_5,female,18_30,1
TRAIN0759.png,monk_2,male,0_17,0
TRAIN0760.png,monk_2,male,18_30,0
TRAIN0762.png,monk_5,female,31_60,1
TRAIN0763.png,monk_3,female,18_30,1
TRAIN0766.png,monk_3,female,31_60,0
TRAIN0767.png,monk_4,female,31_60,0
TRAIN0768.png,monk_7,female,18_30,1
TRAIN0769.png,monk_4,male,18_30,0
TRAIN0770.png,monk_7,female,61_100,0
TRAIN0771.png,monk_3,female,31_60,1
TRAIN0773.png,monk_3,male,31_60,0
TRAIN0775.png,monk_6,female,18_30,0
TRAIN0776.png,monk_5,female,31_60,1
TRAIN0778.png,monk_4,male,18_30,0
TRAIN0779.png,monk_4,male,31_60,0
TRAIN0780.png,monk_3,male,31_60,0
TRAIN0781.png,monk_3,female,0_17,1
TRAIN0783.png,monk_3,male,0_17,1
TRAIN0784.png,monk_4,female,0_17,0
TRAIN0785.png,monk_5,male,31_60,1
TRAIN0786.png,monk_3,male,0_17,1
TRAIN0787.png,monk_3,female,18_30,0
TRAIN0790.png,monk_3,female,18_30,0
TRAIN0791.png,monk_3,female,18_30,0
TRAIN0792.png,monk_4,female,18_30,1
TRAIN0793.png,monk_3,female,0_17,0
TRAIN0797.png,monk_3,female,18_30,1
TRAIN0798.png,monk_5,female,18_30,1
TRAIN0800.png,monk_7,male,31_60,0
TRAIN0802.png,monk_7,male,0_17,1
TRAIN0803.png,monk_2,female,18_30,1
TRAIN0804.png,monk_4,female,31_60,0
TRAIN0805.png,monk_4,female,18_30,1
TRAIN0806.png,monk_7,male,18_30,0
TRAIN0807.png,monk_6,female,18_30,1
TRAIN0808.png,monk_4,female,18_30,1
TRAIN0810.png,monk_9,female,18_30,0
TRAIN0813.png,monk_2,female,18_30,1
TRAIN0814.png,monk_3,female,0_17,1
TRAIN0815.png,monk_5,female,18_30,1
TRAIN0816.png,monk_6,male,31_60,0
TRAIN0817.png,monk_4,male,18_30,0
TRAIN0818.png,monk_8,female,18_30,1
TRAIN0821.png,monk_4,female,31_60,1
TRAIN0822.png,monk_5,male,0_17,0
TRAIN0823.png,monk_5,female,0_17,0
TRAIN0824.png,monk_7,male,18_30,0
TRAIN0825.png,monk_4,female,0_17,0
TRAIN0826.png,monk_3,female,18_30,1
TRAIN0827.png,monk_2,female,18_30,0
TRAIN0829.png,monk_5,male,18_30,1
TRAIN0830.png,monk_7,female,18_30,0
TRAIN0831.png,monk_2,male,0_17,0
TRAIN0832.png,monk_2,female,18_30,0
TRAIN0834.png,monk_6,female,18_30,1
TRAIN0835.png,monk_2,female,18_30,1
TRAIN0838.png,monk_3,female,0_17,1
TRAIN0840.png,monk_3,female,18_30,1
TRAIN0841.png,monk_3,female,18_30,1
TRAIN0842.png,monk_4,female,31_60,1
TRAIN0843.png,monk_2,male,18_30,1
TRAIN0844.png,monk_3,male,0_17,1
TRAIN0845.png,monk_2,female,0_17,0
TRAIN0846.png,monk_6,female,18_30,0
TRAIN0847.png,monk_3,female,0_17,1
TRAIN0848.png,monk_5,female,18_30,1
TRAIN0849.png,monk_2,female,0_17,0
TRAIN0851.png,monk_4,female,18_30,0
TRAIN0853.png,monk_5,female,18_30,0
TRAIN0854.png,monk_8,female,18_30,0
TRAIN0855.png,monk_3,male,18_30,1
TRAIN0857.png,monk_5,female,18_30,1
TRAIN0858.png,monk_6,male,18_30,1
TRAIN0859.png,monk_7,male,0_17,0
TRAIN0860.png,monk_3,male,31_60,0
TRAIN0861.png,monk_4,female,18_30,0
TRAIN0863.png,monk_4,female,18_30,1
TRAIN0864.png,monk_4,male,18_30,1
TRAIN0865.png,monk_3,male,18_30,1
TRAIN0867.png,monk_7,male,18_30,0
TRAIN0869.png,monk_9,female,18_30,1
TRAIN0870.png,monk_3,male,18_30,1
TRAIN0871.png,monk_3,female,18_30,1
TRAIN0873.png,monk_4,female,18_30,1
TRAIN0874.png,monk_7,male,31_60,0
TRAIN0875.png,monk_2,female,18_30,1
TRAIN0876.png,monk_5,female,18_30,1
TRAIN0877.png,monk_7,female,18_30,1
TRAIN0878.png,monk_6,female,61_100,0
TRAIN0880.png,monk_6,male,18_30,0
