name,skin_tone,gender,age,real_face
TRAIN0070.png,,,,1
TRAIN0071.png,monk_4,male,0_17,1
TRAIN0072.png,monk_2,female,18_30,0
TRAIN0073.png,,,,0
TRAIN0074.png,monk_1,male,18_30,0
TRAIN0075.png,monk_6,female,0_17,1
TRAIN0076.png,,,,1
TRAIN0077.png,monk_4,male,31_60,0
TRAIN0078.png,monk_3,male,18_30,0
TRAIN0079.png,,,,1
TRAIN0080.png,,,,1
TRAIN0081.png,monk_5,female,18_30,1
TRAIN0082.png,monk_4,female,18_30,1
TRAIN0083.png,monk_5,female,0_17,1
TRAIN0084.png,monk_7,male,31_60,1
TRAIN0085.png,,,,1
TRAIN0086.png,monk_4,male,0_17,1
TRAIN0087.png,monk_3,female,18_30,1
TRAIN0088.png,,,,0
TRAIN0089.png,monk_2,female,61_100,0
TRAIN0090.png,monk_5,female,0_17,1
TRAIN0091.png,monk_7,male,31_60,1
TRAIN0092.png,,,,1
TRAIN0093.png,,,,1
TRAIN0094.png,monk_7,female,0_17,0
TRAIN0095.png,,,,1
TRAIN0096.png,,,,0
TRAIN0097.png,monk_8,female,31_60,1
TRAIN0098.png,monk_5,female,18_30,0
TRAIN0099.png,,,,1
TRAIN0100.png,monk_3,male,31_60,1
TRAIN0101.png,,,,1
TRAIN0102.png,,,,1
TRAIN0103.png,,,,1
TRAIN0104.png,monk_8,female,31_60,1
TRAIN0105.png,monk_4,male,18_30,0
TRAIN0106.png,,,,1
TRAIN0107.png,,,,1
TRAIN0108.png,,,,1
TRAIN0109.png,monk_5,male,18_30,1
TRAIN0110.png,monk_5,female,18_30,1
TRAIN0111.png,,,,1
TRAIN0112.png,monk_5,female,31_60,1
TRAIN0113.png,monk_8,male,31_60,1
TRAIN0114.png,monk_3,male,0_17,1
TRAIN0115.png,monk_3,male,0_17,1
TRAIN0116.png,monk_5,male,18_30,0
TRAIN0117.png,monk_3,female,0_17,0
TRAIN0118.png,monk_2,female,31_60,1
TRAIN0119.png,,,,1
TRAIN0120.png,monk_3,female,18_30,1
TRAIN0121.png,monk_3,female,18_30,1
TRAIN0122.png,monk_5,male,0_17,1
TRAIN0123.png,,,,1
TRAIN0124.png,monk_5,female,0_17,1
TRAIN0125.png,monk_5,male,18_30,0
TRAIN0126.png,monk_4,male,0_17,0
TRAIN0127.png,,,,1
TRAIN0128.png,monk_5,male,18_30,1
TRAIN0129.png,monk_1,female,18_30,1
TRAIN0130.png,monk_3,female,18_30,0
TRAIN0131.png,,,,1
TRAIN0132.png,,,,1
TRAIN0133.png,monk_5,female,0_17,0
TRAIN0134.png,,,,0
TRAIN0135.png,,,,1
TRAIN0136.png,monk_5,male,18_30,1
TRAIN0137.png,monk_7,female,0_17,0
TRAIN0138.png,monk_6,male,18_30,1
TRAIN0139.png,monk_4,female,18_30,1
TRAIN0140.png,monk_4,female,18_30,0
TRAIN0141.png,monk_8,female,18_30,1
TRAIN0142.png,monk_2,female,31_60,1
TRAIN0143.png,monk_2,female,18_30,1
TRAIN0144.png,,,,1
TRAIN0145.png,monk_7,male,31_60,0
TRAIN0146.png,monk_7,male,18_30,1
TRAIN0147.png,monk_2,male,18_30,0
TRAIN0148.png,monk_5,female,0_17,0
TRAIN0149.png,,,,1
TRAIN0150.png,,,,1
TRAIN0151.png,monk_7,male,18_30,1
TRAIN0152.png,monk_4,male,31_60,1
TRAIN0153.png,monk_4,female,18_30,0
TRAIN0154.png,monk_5,female,18_30,0
TRAIN0155.png,monk_6,female,31_60,1
TRAIN0156.png,monk_4,female,18_30,1
TRAIN0157.png,,,,1
TRAIN0158.png,monk_3,female,31_60,0
TRAIN0159.png,monk_3,female,18_30,1
TRAIN0160.png,monk_3,male,61_100,1
TRAIN0161.png,monk_4,male,18_30,0
TRAIN0162.png,monk_3,female,18_30,1
TRAIN0163.png,monk_2,female,0_17,0
TRAIN0164.png,monk_5,female,31_60,1
TRAIN0165.png,monk_6,female,18_30,1
TRAIN0166.png,monk_4,female,18_30,1
TRAIN0167.png,,,,1
TRAIN0168.png,,,,1
TRAIN0169.png,,,,1
TRAIN0170.png,monk_5,female,0_17,1
TRAIN0171.png,monk_7,male,31_60,1
TRAIN0172.png,monk_3,male,18_30,1
TRAIN0173.png,,,,1
TRAIN0174.png,monk_6,male,0_17,1
TRAIN0175.png,monk_2,female,18_30,1
TRAIN0176.png,monk_2,female,0_17,1
TRAIN0177.png,,,,1
TRAIN0178.png,monk_3,male,31_60,1
TRAIN0179.png,monk_4,female,31_60,1
TRAIN0180.png,,,,1
TRAIN0181.png,,,,1
TRAIN0182.png,monk_3,male,18_30,1
TRAIN0183.png,monk_2,female,31_60,1
TRAIN0184.png,monk_7,female,0_17,0
TRAIN0185.png,,,,1
TRAIN0186.png,monk_5,female,18_30,1
TRAIN0187.png,monk_3,female,18_30,1
TRAIN0188.png,,,,1
TRAIN0189.png,monk_6,female,18_30,0
TRAIN0190.png,monk_4,female,18_30,0
TRAIN0191.png,monk_4,female,31_60,1
TRAIN0192.png,monk_3,female,0_17,1
TRAIN0193.png,monk_3,female,18_30,1
TRAIN0194.png,monk_3,male,18_30,1
TRAIN0195.png,monk_5,female,18_30,1
TRAIN0196.png,monk_5,male,18_30,1
TRAIN0197.png,monk_6,female,31_60,0
TRAIN0198.png,monk_9,male,0_17,1
TRAIN0199.png,monk_4,female,18_30,1
TRAIN0200.png,,,,0
TRAIN0201.png,monk_5,male,31_60,1
TRAIN0202.png,monk_4,female,0_17,0
TRAIN0203.png,monk_5,male,18_30,1
TRAIN0204.png,monk_4,male,18_30,1
TRAIN0205.png,monk_5,female,18_30,1
TRAIN0206.png,monk_4,male,18_30,0
TRAIN0207.png,monk_2,female,31_60,0
TRAIN0208.png,monk_3,male,18_30,1
TRAIN0209.png,monk_6,male,31_60,1
TRAIN0210.png,,,,1
TRAIN0211.png,monk_3,female,18_30,1
TRAIN0212.png,monk_10,female,18_30,1
TRAIN0213.png,monk_7,male,18_30,0
TRAIN0214.png,,,,1
TRAIN0215.png,monk_1,female,31_60,1
TRAIN0216.png,,,,0
TRAIN0217.png,,,,0
TRAIN0218.png,,,,0
TRAIN0219.png,monk_2,male,31_60,1
TRAIN0220.png,monk_9,male,0_17,1
TRAIN0221.png,,,,1
TRAIN0222.png,,,,1
TRAIN0223.png,monk_3,female,18_30,1
TRAIN0224.png,monk_7,female,18_30,0
TRAIN0225.png,monk_8,male,18_30,0
TRAIN0226.png,monk_5,female,0_17,0
TRAIN0227.png,,,,1
TRAIN0228.png,monk_3,female,31_60,1
TRAIN0229.png,monk_3,female,0_17,1
TRAIN0230.png,,,,1
TRAIN0231.png,monk_7,female,61_100,1
TRAIN0232.png,monk_5,female,18_30,0
TRAIN0233.png,monk_1,female,31_60,1
TRAIN0234.png,monk_2,female,18_30,1
TRAIN0235.png,monk_7,female,18_30,0
TRAIN0236.png,monk_3,female,18_30,0
TRAIN0237.png,monk_2,female,0_17,1
TRAIN0238.png,monk_4,female,31_60,1
TRAIN0239.png,,,,1
TRAIN0240.png,monk_3,female,0_17,1
TRAIN0241.png,monk_6,male,31_60,1
TRAIN0242.png,monk_4,female,31_60,1
TRAIN0243.png,monk_8,female,0_17,1
TRAIN0244.png,monk_3,male,61_100,1
TRAIN0245.png,,,,1
TRAIN0246.png,monk_4,female,18_30,1
TRAIN0247.png,,,,1
TRAIN0248.png,,,,0
TRAIN0249.png,monk_8,male,31_60,0
TRAIN0250.png,monk_4,male,18_30,1
TRAIN0251.png,,,,1
TRAIN0252.png,,,,1
TRAIN0253.png,monk_4,female,18_30,1
TRAIN0254.png,monk_2,female,0_17,1
TRAIN0255.png,monk_4,male,18_30,0
TRAIN0256.png,monk_8,male,0_17,1
TRAIN0257.png,monk_4,male,0_17,1
TRAIN0258.png,monk_3,female,31_60,1
TRAIN0259.png,,,,1
TRAIN0260.png,monk_5,male,18_30,0
TRAIN0261.png,monk_2,male,31_60,1
TRAIN0262.png,monk_2,female,18_30,0
TRAIN0263.png,,,,1
TRAIN0264.png,monk_3,female,18_30,1
TRAIN0265.png,,,,1
TRAIN0266.png,,,,1
TRAIN0267.png,,,,1
TRAIN0268.png,monk_8,male,31_60,1
TRAIN0269.png,monk_5,male,31_60,0
TRAIN0270.png,monk_3,female,0_17,1
TRAIN0271.png,monk_3,male,18_30,0
TRAIN0272.png,monk_4,male,0_17,1
TRAIN0273.png,monk_5,male,18_30,1
TRAIN0274.png,,,,0
TRAIN0275.png,monk_4,male,31_60,1
TRAIN0276.png,monk_6,female,18_30,1
TRAIN0277.png,monk_8,female,0_17,1
TRAIN0278.png,monk_5,female,31_60,1
TRAIN0279.png,monk_6,male,18_30,1
TRAIN0280.png,,,,1
TRAIN0281.png,monk_3,female,18_30,0
TRAIN0282.png,monk_5,female,18_30,1
TRAIN0283.png,monk_7,female,0_17,1
TRAIN0284.png,monk_7,female,31_60,1
TRAIN0285.png,monk_3,male,0_17,0
TRAIN0286.png,,,,1
TRAIN0287.png,monk_9,female,18_30,1
TRAIN0288.png,,,,1
TRAIN0289.png,monk_4,female,18_30,1
TRAIN0290.png,,,,1
TRAIN0291.png,,,,1
TRAIN0292.png,,,,1
TRAIN0293.png,,,,1
TRAIN0294.png,monk_3,male,0_17,0
TRAIN0295.png,,,,1
TRAIN0296.png,monk_9,male,0_17,1
TRAIN0297.png,monk_4,female,18_30,1
TRAIN0298.png,monk_4,female,31_60,1
TRAIN0299.png,,,,0
TRAIN0300.png,monk_3,female,61_100,1
TRAIN0301.png,monk_9,female,0_17,0
TRAIN0302.png,monk_3,female,0_17,0
TRAIN0303.png,,,,0
TRAIN0304.png,,,,0
TRAIN0305.png,monk_1,female,0_17,1
TRAIN0306.png,monk_3,female,18_30,0
TRAIN0307.png,monk_9,male,31_60,1
TRAIN0308.png,monk_2,female,0_17,1
TRAIN0309.png,monk_2,female,18_30,1
TRAIN0310.png,monk_1,female,18_30,1
TRAIN0311.png,,,,1
TRAIN0312.png,monk_1,female,18_30,1
TRAIN0313.png,monk_6,male,0_17,1
TRAIN0314.png,monk_10,male,31_60,1
TRAIN0315.png,,,,0
TRAIN0316.png,,,,1
TRAIN0317.png,monk_6,female,31_60,0
TRAIN0318.png,,,,1
TRAIN0319.png,monk_3,male,0_17,1
TRAIN0320.png,monk_4,male,18_30,1
TRAIN0321.png,,,,1
TRAIN0322.png,monk_3,male,31_60,1
TRAIN0323.png,monk_2,female,18_30,1
TRAIN0324.png,monk_5,female,18_30,1
TRAIN0325.png,monk_1,female,18_30,1
TRAIN0326.png,monk_4,male,0_17,1
TRAIN0327.png,monk_6,male,31_60,1
TRAIN0328.png,monk_1,male,18_30,1
TRAIN0329.png,monk_5,male,18_30,0
TRAIN0330.png,,,,1
TRAIN0331.png,monk_4,female,18_30,1
TRAIN0332.png,monk_1,female,31_60,1
TRAIN0333.png,,,,0
TRAIN0334.png,monk_6,female,18_30,1
TRAIN0335.png,,,,1
TRAIN0336.png,monk_5,male,18_30,1
TRAIN0337.png,monk_5,female,31_60,1
TRAIN0338.png,monk_2,female,31_60,0
TRAIN0339.png,monk_3,female,31_60,1
TRAIN0340.png,monk_2,male,31_60,0
TRAIN0341.png,monk_6,female,18_30,0
TRAIN0342.png,monk_6,female,18_30,1
TRAIN0343.png,monk_3,female,31_60,1
TRAIN0344.png,monk_4,female,31_60,1
TRAIN0345.png,monk_5,male,18_30,0
TRAIN0346.png,,,,1
TRAIN0347.png,monk_5,male,31_60,1
TRAIN0348.png,monk_8,male,31_60,1
TRAIN0349.png,,,,1
TRAIN0350.png,monk_3,female,31_60,1
TRAIN0351.png,monk_6,male,61_100,1
TRAIN0352.png,monk_5,female,0_17,0
TRAIN0353.png,,,,1
TRAIN0354.png,monk_3,female,18_30,1
TRAIN0355.png,monk_7,male,31_60,1
TRAIN0356.png,,,,1
TRAIN0357.png,,,,1
TRAIN0358.png,monk_7,male,18_30,1
TRAIN0359.png,monk_10,female,0_17,1
TRAIN0360.png,,,,1
TRAIN0361.png,monk_3,female,31_60,1
TRAIN0362.png,monk_5,female,31_60,0
TRAIN0363.png,monk_3,female,18_30,1
TRAIN0364.png,monk_2,male,18_30,0
TRAIN0365.png,monk_4,female,0_17,0
TRAIN0366.png,monk_4,female,18_30,1
TRAIN0367.png,,,,1
TRAIN0368.png,,,,1
TRAIN0369.png,monk_2,male,18_30,1
TRAIN0370.png,monk_6,male,0_17,1
TRAIN0371.png,monk_4,female,31_60,1
TRAIN0372.png,monk_4,female,18_30,1
TRAIN0373.png,,,,1
TRAIN0374.png,monk_4,male,0_17,1
TRAIN0375.png,monk_3,female,18_30,1
TRAIN0376.png,,,,1
TRAIN0377.png,monk_7,female,18_30,1
TRAIN0378.png,monk_7,male,31_60,1
TRAIN0379.png,,,,0
TRAIN0380.png,monk_3,female,18_30,1
TRAIN0381.png,,,,1
TRAIN0382.png,monk_4,female,18_30,1
TRAIN0383.png,monk_3,female,18_30,1
TRAIN0384.png,monk_2,female,18_30,0
TRAIN0385.png,,,,1
TRAIN0386.png,monk_10,male,18_30,1
TRAIN0387.png,monk_3,female,18_30,1
TRAIN0388.png,,,,1
TRAIN0389.png,monk_4,female,18_30,1
TRAIN0390.png,monk_5,female,31_60,0
TRAIN0391.png,monk_1,female,31_60,0
TRAIN0392.png,monk_3,male,18_30,0
TRAIN0393.png,,,,1
TRAIN0394.png,monk_4,female,18_30,1
TRAIN0395.png,monk_9,female,18_30,0
TRAIN0396.png,,,,1
TRAIN0397.png,monk_8,female,0_17,1
TRAIN0398.png,,,,0
TRAIN0399.png,,,,1
TRAIN0400.png,monk_1,male,18_30,1
TRAIN0401.png,,,,1
TRAIN0402.png,monk_7,male,0_17,1
TRAIN0403.png,monk_10,male,18_30,1
TRAIN0404.png,monk_4,female,18_30,0
TRAIN0405.png,monk_8,male,18_30,1
TRAIN0406.png,monk_7,male,31_60,0
TRAIN0407.png,,,,1
TRAIN0408.png,,,,1
TRAIN0409.png,,,,1
TRAIN0410.png,,,,1
TRAIN0411.png,,,,1
TRAIN0412.png,monk_5,female,31_60,0
TRAIN0413.png,monk_3,female,18_30,1
TRAIN0414.png,,,,1
TRAIN0415.png,,,,1
TRAIN0416.png,,,,0
TRAIN0417.png,monk_9,female,0_17,0
TRAIN0418.png,monk_3,female,31_60,1
TRAIN0419.png,monk_4,male,18_30,0
TRAIN0420.png,monk_8,male,31_60,1
TRAIN0421.png,monk_3,male,31_60,1
TRAIN0422.png,monk_5,male,18_30,1
TRAIN0423.png,monk_4,female,18_30,1
TRAIN0424.png,,,,1
TRAIN0425.png,monk_5,male,0_17,1
TRAIN0426.png,,,,1
TRAIN0427.png,,,,1
TRAIN0428.png,,,,1
TRAIN0429.png,,,,0
TRAIN0430.png,monk_8,female,18_30,1
TRAIN0431.png,,,,1
TRAIN0432.png,monk_1,male,18_30,1
TRAIN0433.png,monk_5,female,31_60,1
TRAIN0434.png,,,,1
TRAIN0435.png,monk_3,female,18_30,1
TRAIN0436.png,monk_2,female,18_30,1
TRAIN0437.png,monk_2,female,18_30,1
TRAIN0438.png,,,,1
TRAIN0439.png,,,,1
TRAIN0440.png,,,,1
TRAIN0441.png,monk_7,female,0_17,1
TRAIN0442.png,monk_8,male,0_17,1
TRAIN0443.png,monk_1,female,0_17,1
TRAIN0444.png,monk_4,male,0_17,1
TRAIN0445.png,monk_5,male,31_60,1
TRAIN0446.png,monk_6,male,18_30,1
TRAIN0447.png,,,,1
TRAIN0448.png,monk_6,female,31_60,0
TRAIN0449.png,,,,0
TRAIN0450.png,,,,0
TRAIN0451.png,monk_4,female,18_30,1
TRAIN0452.png,monk_7,female,18_30,1
TRAIN0453.png,monk_3,female,18_30,1
TRAIN0454.png,monk_4,female,18_30,0
TRAIN0455.png,,,,0
TRAIN0456.png,,,,1
TRAIN0457.png,,,,1
TRAIN0458.png,monk_9,male,0_17,0
TRAIN0459.png,monk_2,male,31_60,1
TRAIN0460.png,monk_4,female,18_30,1
TRAIN0461.png,,,,1
TRAIN0462.png,,,,0
TRAIN0463.png,monk_7,male,31_60,1
TRAIN0464.png,monk_4,female,18_30,1
TRAIN0465.png,,,,1
TRAIN0466.png,monk_5,female,18_30,0
TRAIN0467.png,,,,1
TRAIN0468.png,,,,0
TRAIN0469.png,,,,0
TRAIN0470.png,monk_7,male,31_60,1
TRAIN0471.png,monk_3,male,0_17,1
TRAIN0472.png,,,,0
TRAIN0473.png,,,,1
TRAIN0474.png,,,,0
TRAIN0475.png,monk_5,female,31_60,1
TRAIN0476.png,,,,1
TRAIN0477.png,monk_3,male,0_17,1
TRAIN0478.png,monk_9,male,31_60,1
TRAIN0479.png,monk_4,female,31_60,1
TRAIN0480.png,,,,1
TRAIN0481.png,monk_6,female,18_30,0
TRAIN0482.png,monk_6,male,18_30,0
TRAIN0483.png,,,,1
TRAIN0484.png,,,,1
TRAIN0485.png,monk_3,female,31_60,1
TRAIN0486.png,,,,1
TRAIN0487.png,,,,1
TRAIN0488.png,monk_6,female,18_30,0
TRAIN0489.png,monk_3,female,18_30,1
TRAIN0490.png,monk_6,female,18_30,1
TRAIN0491.png,monk_3,female,31_60,1
TRAIN0492.png,monk_4,female,18_30,1
TRAIN0493.png,,,,1
TRAIN0494.png,monk_3,female,18_30,1
TRAIN0495.png,monk_7,male,0_17,1
TRAIN0496.png,,,,1
TRAIN0497.png,monk_9,male,61_100,1
TRAIN0498.png,monk_1,female,18_30,1
TRAIN0499.png,,,,1
TRAIN0500.png,,,,0
TRAIN0501.png,monk_1,female,18_30,1
TRAIN0502.png,monk_3,female,31_60,0
TRAIN0503.png,monk_4,female,18_30,1
TRAIN0504.png,monk_1,male,18_30,0
TRAIN0505.png,monk_5,female,18_30,1
TRAIN0506.png,monk_3,female,18_30,1
TRAIN0507.png,monk_2,female,18_30,1
TRAIN0508.png,monk_3,male,18_30,1
TRAIN0509.png,monk_8,male,31_60,1
TRAIN0510.png,,,,0
TRAIN0511.png,monk_3,female,18_30,1
TRAIN0512.png,monk_3,female,31_60,0
TRAIN0513.png,,,,1
TRAIN0514.png,monk_8,female,31_60,0
TRAIN0515.png,monk_1,male,18_30,1
TRAIN0516.png,monk_2,male,18_30,1
TRAIN0517.png,monk_5,female,18_30,1
TRAIN0518.png,,,,1
TRAIN0519.png,monk_5,male,31_60,1
TRAIN0520.png,monk_3,male,31_60,1
TRAIN0521.png,monk_2,female,18_30,0
TRAIN0522.png,monk_4,female,18_30,1
TRAIN0523.png,monk_5,female,18_30,1
TRAIN0524.png,monk_6,male,31_60,1
TRAIN0525.png,monk_2,male,0_17,0
TRAIN0526.png,monk_2,female,31_60,0
TRAIN0527.png,monk_3,female,0_17,1
TRAIN0528.png,monk_3,male,31_60,1
TRAIN0529.png,monk_2,male,31_60,0
TRAIN0530.png,,,,1
TRAIN0531.png,monk_3,male,31_60,1
TRAIN0532.png,,,,1
TRAIN0533.png,,,,1
TRAIN0534.png,monk_4,female,31_60,1
TRAIN0535.png,,,,1
TRAIN0536.png,monk_7,male,18_30,0
TRAIN0537.png,monk_2,female,0_17,0
TRAIN0538.png,,,,1
TRAIN0539.png,monk_9,female,0_17,0
TRAIN0540.png,monk_2,female,18_30,1
TRAIN0541.png,monk_7,male,18_30,0
TRAIN0542.png,,,,1
TRAIN0543.png,,,,1
TRAIN0544.png,monk_3,male,0_17,1
TRAIN0545.png,monk_7,female,18_30,0
TRAIN0546.png,monk_2,female,18_30,1
TRAIN0547.png,monk_1,female,18_30,1
TRAIN0548.png,monk_6,female,31_60,1
TRAIN0549.png,,,,1
TRAIN0550.png,monk_2,female,18_30,1
TRAIN0551.png,monk_3,male,0_17,1
TRAIN0552.png,monk_7,female,0_17,0
TRAIN0553.png,monk_2,male,0_17,1
TRAIN0554.png,,,,1
TRAIN0555.png,monk_6,male,18_30,1
TRAIN0556.png,monk_6,female,18_30,0
TRAIN0557.png,monk_3,male,18_30,1
TRAIN0558.png,monk_5,male,61_100,1
TRAIN0559.png,monk_3,male,18_30,0
TRAIN0560.png,monk_7,male,0_17,0
TRAIN0561.png,monk_8,female,0_17,1
TRAIN0562.png,,,,1
TRAIN0563.png,,,,1
TRAIN0564.png,monk_2,male,0_17,0
TRAIN0565.png,,,,1
TRAIN0566.png,monk_2,male,18_30,1
TRAIN0567.png,,,,1
TRAIN0568.png,,,,0
TRAIN0569.png,monk_1,female,31_60,0
TRAIN0570.png,monk_4,male,31_60,1
TRAIN0571.png,monk_3,female,0_17,0
TRAIN0572.png,monk_4,female,18_30,1
TRAIN0573.png,,,,1
TRAIN0574.png,monk_2,female,18_30,0
TRAIN0575.png,monk_4,female,18_30,0
TRAIN0576.png,,,,1
TRAIN0577.png,,,,1
TRAIN0578.png,,,,1
TRAIN0579.png,monk_2,female,0_17,1
TRAIN0580.png,monk_5,female,31_60,0
TRAIN0581.png,monk_2,female,18_30,1
TRAIN0582.png,,,,1
TRAIN0583.png,monk_4,male,18_30,0
TRAIN0584.png,monk_6,male,61_100,1
TRAIN0585.png,monk_5,male,31_60,1
TRAIN0586.png,,,,1
TRAIN0587.png,monk_2,female,61_100,1
TRAIN0588.png,monk_2,female,0_17,1
TRAIN0589.png,monk_4,female,18_30,1
TRAIN0590.png,,,,0
TRAIN0591.png,,,,0
TRAIN0592.png,,,,1
TRAIN0593.png,monk_3,male,18_30,0
TRAIN0594.png,,,,1
TRAIN0595.png,monk_10,male,0_17,1
TRAIN0596.png,monk_7,male,18_30,1
TRAIN0597.png,monk_8,female,18_30,1
TRAIN0598.png,monk_7,male,31_60,1
TRAIN0599.png,monk_4,female,18_30,1
TRAIN0600.png,monk_3,female,18_30,0
TRAIN0601.png,monk_6,male,0_17,1
TRAIN0602.png,monk_2,female,18_30,1
TRAIN0603.png,,,,1
TRAIN0604.png,monk_4,female,18_30,1
TRAIN0605.png,,,,1
TRAIN0606.png,monk_4,female,31_60,0
TRAIN0607.png,monk_2,male,18_30,1
TRAIN0608.png,,,,1
TRAIN0609.png,monk_7,female,0_17,1
TRAIN0610.png,monk_3,male,18_30,1
TRAIN0611.png,monk_1,female,18_30,1
TRAIN0612.png,monk_10,female,61_100,1
TRAIN0613.png,,,,0
TRAIN0614.png,monk_4,female,31_60,0
TRAIN0615.png,monk_2,male,0_17,1
TRAIN0616.png,monk_5,female,0_17,1
TRAIN0617.png,monk_4,female,31_60,1
TRAIN0618.png,monk_4,male,18_30,1
TRAIN0619.png,monk_3,female,18_30,0
TRAIN0620.png,,,,1
TRAIN0621.png,,,,1
TRAIN0622.png,monk_6,female,0_17,1
TRAIN0623.png,,,,1
TRAIN0624.png,,,,1
TRAIN0625.png,,,,1
TRAIN0626.png,monk_2,male,0_17,1
TRAIN0627.png,monk_4,male,18_30,1
TRAIN0628.png,monk_5,female,18_30,1
TRAIN0629.png,monk_6,male,0_17,0
TRAIN0630.png,monk_4,female,18_30,0
TRAIN0631.png,monk_3,female,18_30,1
TRAIN0632.png,monk_4,male,61_100,0
TRAIN0633.png,,,,1
TRAIN0634.png,monk_3,female,31_60,0
TRAIN0635.png,monk_2,male,18_30,0
TRAIN0636.png,monk_7,male,0_17,1
TRAIN0637.png,,,,1
TRAIN0638.png,monk_4,male,31_60,0
TRAIN0639.png,monk_2,female,18_30,1
TRAIN0640.png,monk_5,female,18_30,1
TRAIN0641.png,monk_4,male,31_60,1
TRAIN0642.png,monk_5,male,31_60,1
TRAIN0643.png,monk_7,male,31_60,1
TRAIN0644.png,monk_8,female,0_17,1
TRAIN0645.png,monk_6,female,31_60,0
TRAIN0646.png,monk_1,male,18_30,0
TRAIN0647.png,,,,1
TRAIN0648.png,monk_5,female,18_30,1
TRAIN0649.png,monk_2,female,18_30,1
TRAIN0650.png,monk_1,female,18_30,1
TRAIN0651.png,,,,0
TRAIN0652.png,monk_3,male,18_30,1
TRAIN0653.png,monk_4,female,0_17,1
TRAIN0654.png,monk_2,female,18_30,1
TRAIN0655.png,,,,1
TRAIN0656.png,monk_4,female,0_17,1
TRAIN0657.png,monk_5,male,18_30,1
TRAIN0658.png,monk_3,male,31_60,1
TRAIN0659.png,monk_5,female,0_17,0
TRAIN0660.png,monk_4,female,18_30,1
TRAIN0661.png,monk_2,female,0_17,0
TRAIN0662.png,monk_4,male,31_60,1
TRAIN0663.png,monk_3,female,0_17,0
TRAIN0664.png,,,,1
TRAIN0665.png,monk_8,female,31_60,1
TRAIN0666.png,monk_8,male,18_30,0
TRAIN0667.png,monk_4,male,0_17,0
TRAIN0668.png,,,,1
TRAIN0669.png,monk_4,female,18_30,1
TRAIN0670.png,monk_2,female,0_17,1
TRAIN0671.png,monk_2,female,18_30,0
TRAIN0672.png,monk_5,male,61_100,1
TRAIN0673.png,,,,0
TRAIN0674.png,monk_3,female,18_30,1
TRAIN0675.png,monk_2,female,0_17,1
TRAIN0676.png,,,,1
TRAIN0677.png,monk_4,female,31_60,1
TRAIN0678.png,monk_5,female,31_60,1
TRAIN0679.png,monk_7,female,0_17,1
TRAIN0680.png,monk_6,female,18_30,1
